#{"t_start": 1763843689.5770948, "env_id": "None"}
r,l,t,win
113.25,38,13581.054635,1
-36.98,91,13582.066404,0
-35.91,51,13582.634571,0
-28.8,83,13583.459193,0
-361.12,127,13584.825033,0
-35.72,68,13585.532442,0
-200.56,133,13586.880524,0
-34.41,64,13587.530588,0
-34.89,39,13587.926949,0
60.22,62,13588.563095,0
-36.74,42,13588.992697,0
73.4,115,13590.150827,0
-34.84,45,13590.628274,0
-36.56,40,13591.035579,0
203.15,39,13591.466178,1
-34.73,78,13592.248071,0
56.31,78,13593.054012,0
-33.3,69,13593.724221,0
-42.87,24,13593.975854,0
57.9,59,13594.67338,0
-34.8,53,13595.260909,0
-338.47,154,13596.853024,0
-1.22,87,13597.679754,0
-79.07,50,13598.224995,0
-39.51,139,13599.677155,0
62.35,94,13600.614547,0
66.82,88,13601.53703,0
117.58,48,13602.087905,1
54.37,38,13602.51375,0
-286.41,187,13604.432184,0
56.44,57,13605.020831,0
-42.33,30,13605.283558,0
64.36,65,13605.891921,0
57.68,45,13606.414341,0
55.91,40,13606.860357,0
-75.31,90,13607.774607,0
53.06,40,13608.214053,0
-47.96,111,13609.35116,0
55.75,32,13609.782101,0
-15.98,164,13611.459865,0
-39.12,50,13611.992858,0
64.06,86,13612.891189,0
46.39,75,13613.680971,0
-163.76,133,13615.07069,0
51.9,30,13615.377829,0
-665.06,246,13618.176566,0
-43.22,23,13618.440252,0
-468.54,174,13620.276099,0
57.87,61,13620.925187,0
-32.41,76,13621.772768,0
-45.09,90,13622.738379,0
52.63,35,13623.099361,0
-32.1,82,13623.91314,0
-28.34,91,13624.915393,0
-28.74,63,13625.724144,0
-22.09,108,13626.914495,0
-46.91,32,13627.258756,0
62.98,81,13628.611137,0
-228.98,187,13631.704849,0
58.02,60,13632.565624,0
-25.31,98,13633.967858,0
-122.34,201,13636.339976,0
59.69,70,13637.309645,0
60.25,69,13638.061108,0
63.92,85,13638.95487,0
-120.29,65,13639.632524,0
51.12,26,13639.885418,0
-36.02,48,13640.41075,0
36.06,118,13641.658164,0
-228.11,132,13643.015651,0
-118.28,63,13643.616696,0
-34.13,71,13644.334154,0
65.95,112,13645.550842,0
51.4,28,13645.862901,0
50.21,21,13646.089214,0
-176.36,120,13647.398949,0
-33.57,61,13648.079728,0
54.38,54,13648.645364,0
53.19,36,13649.028424,0
58.8,77,13649.802391,0
50.32,25,13650.171844,0
-30.88,88,13651.128435,0
-110.81,50,13651.665652,0
-33.41,63,13652.310419,0
-33.09,59,13652.939231,0
62.66,66,13653.62142,0
-38.46,39,13654.074249,0
62.31,80,13655.040889,0
-35.59,46,13655.505889,0
56.94,55,13656.099919,0
57.78,55,13656.656279,0
54.92,117,13657.872773,0
-40.27,40,13658.296936,0
-30.05,75,13659.121813,0
66.48,101,13660.111735,0
61.18,64,13660.788114,0
55.13,30,13661.097437,0
-38.14,50,13661.595302,0
-97.58,95,13662.568302,0
-35.37,64,13663.23631,0
57.61,56,13663.844138,0
-42.29,33,13664.198581,0
-33.87,56,13664.793922,0
-26.69,107,13665.948863,0
-35.62,63,13666.586765,0
-28.61,79,13667.477884,0
54.8,47,13668.064861,0
-37.24,48,13668.570094,0
56.69,73,13669.343599,0
-26.99,116,13670.52513,0
34.35,149,13672.023384,0
-33.33,54,13672.516681,0
-164.67,88,13673.375321,0
73.15,146,13674.86498,0
-332.76,226,13677.207922,0
-425.85,166,13679.052269,0
-30.92,82,13679.963849,0
-34.57,61,13680.690228,0
68.55,100,13681.939349,0
-42.4,27,13682.25553,0
-50.94,72,13683.099381,0
-58.22,66,13683.895018,0
28.24,97,13685.005547,0
-96.47,77,13685.868469,0
55.24,36,13686.270216,0
70.76,129,13687.672789,0
-146.02,112,13688.916972,0
-38.15,75,13689.712973,0
61.79,87,13690.655207,0
-22.4,135,13692.088907,0
65.95,120,13693.305788,0
-33.5,70,13693.975775,0
-43.36,26,13694.270344,0
-23.43,123,13695.496706,0
-39.95,63,13696.165181,0
-38.68,54,13696.735961,0
-102.09,115,13697.909504,0
-23.45,155,13699.530955,0
66.37,100,13700.562983,0
-207.86,168,13702.395596,0
48.96,15,13702.556535,0
-43.2,19,13702.772002,0
-28.48,82,13703.594082,0
-39.82,26,13703.897038,0
-36.47,48,13704.461274,0
-621.21,242,13707.149284,0
35.61,122,13708.416396,0
-36.13,60,13709.034076,0
-41.04,53,13709.576855,0
-39.74,79,13710.394348,0
57.12,58,13710.978609,0
-27.19,52,13711.539654,0
62.56,64,13712.192024,0
-46.26,80,13713.000315,0
-34.69,44,13713.442314,0
4.34,90,13714.445434,0
57.78,53,13714.985443,0
-38.81,60,13715.556943,0
-34.78,53,13716.127262,0
-154.01,126,13717.448685,0
-84.32,72,13718.206372,0
-43.47,47,13718.679333,0
62.32,81,13719.542206,0
-131.91,95,13720.48883,0
-76.48,36,13720.853166,0
-33.64,49,13721.39297,0
-30.45,76,13722.181852,0
-37.31,47,13722.653625,0
68.1,106,13723.752632,0
60.4,106,13724.837572,0
53.3,37,13725.26008,0
-37.77,46,13725.727349,0
56.11,45,13726.243366,0
-36.95,50,13726.794034,0
-235.39,149,13728.583467,0
54.09,35,13728.996969,0
74.81,154,13730.812926,0
60.65,99,13731.938803,0
-35.66,44,13732.455701,0
-75.5,252,13735.476057,0
-205.26,158,13737.333277,0
55.43,51,13737.893507,0
57.08,57,13738.569947,0
-31.3,129,13740.136436,1
50.71,26,13740.441755,0
-19.35,151,13742.215095,0
-54.43,41,13742.710076,0
-35.3,43,13743.214265,0
61.29,64,13744.01417,0
58.71,44,13744.538766,0
-38.17,48,13745.074924,0
115.84,71,13745.931212,1
-148.69,168,13747.832296,0
-30.06,123,13749.289957,0
63.57,75,13750.108442,0
56.43,89,13751.141625,0
-38.29,167,13752.96215,0
-42.4,82,13753.915885,0
-45.81,72,13754.694869,0
-252.16,100,13755.785542,0
-233.37,114,13757.031717,0
-47.99,135,13758.550227,0
-25.1,128,13759.912469,0
59.97,60,13760.539668,0
58.18,59,13761.22635,0
58.16,57,13761.822065,0
58.63,62,13762.602825,0
-30.53,79,13763.369736,0
-35.4,44,13763.820888,0
58.9,70,13764.581171,0
-27.62,113,13765.830779,0
58.98,85,13766.762185,0
-23.71,142,13768.258019,0
-28.49,68,13768.935254,0
-89.52,83,13769.851114,0
-33.45,118,13771.108306,0
-180.28,132,13772.496562,0
56.93,83,13773.536509,0
-58.65,134,13775.336182,0
58.18,47,13775.891833,0
61.15,101,13776.983935,0
56.7,42,13777.426774,0
56.87,57,13778.022053,0
-31.97,68,13778.73143,0
-137.06,87,13779.778494,0
-34.23,74,13780.604214,0
-35.59,78,13781.62973,0
-37.35,46,13782.154462,0
-38.13,56,13782.887859,0
-19.76,108,13784.080142,0
-15.66,110,13785.328741,0
-141.99,178,13787.221138,0
-31.55,113,13788.434647,0
-37.85,42,13788.836637,0
-77.21,126,13790.160938,0
-39.0,39,13790.556566,0
62.85,81,13791.431196,0
-35.55,41,13791.832058,0
-42.57,27,13792.094848,0
-31.86,57,13792.666511,0
-38.29,52,13793.214272,0
-27.67,84,13794.072358,0
-41.55,24,13794.312087,0
67.5,85,13795.190713,0
60.68,55,13795.829164,0
52.1,26,13796.10609,0
-4.22,177,13797.980951,0
-58.55,185,13799.928496,0
-127.99,159,13801.577141,0
-50.62,109,13802.720895,0
69.25,179,13804.59397,0
-29.65,100,13805.642672,0
-26.1,77,13806.437787,0
57.18,30,13806.715613,0
-68.73,73,13807.566891,0
-41.38,45,13808.046557,0
55.7,86,13809.002455,0
-38.02,44,13809.445991,0
70.12,156,13811.069826,0
54.6,48,13811.58161,0
-31.88,57,13812.256728,0
-28.34,79,13813.102059,0
62.76,67,14955.24539,0
-31.87,69,14956.218604,0
52.16,86,14956.882281,0
-34.97,44,14957.221373,0
-37.84,36,14957.502599,0
-26.62,159,14958.785841,0
-41.3,35,14959.031457,0
43.45,82,14959.713203,0
-30.26,79,14960.374038,0
-35.39,40,14960.701661,0
-43.92,20,14960.855609,0
-53.74,95,14961.56738,0
-33.95,156,14962.800275,0
48.25,46,14963.192966,0
55.41,82,14963.825648,0
50.62,85,14964.510013,0
-28.53,85,14965.144904,0
-31.12,107,14966.126146,0
-40.04,37,14966.389349,0
50.11,92,14967.56495,0
-47.43,29,14967.855614,0
-29.37,97,14968.813735,0
-40.18,77,14969.398748,0
41.11,59,14969.875479,0
54.68,120,14970.828189,0
-52.59,73,14971.476916,0
53.68,113,14972.334102,0
61.09,73,14972.868061,0
-40.64,65,14973.44575,0
33.07,88,14974.182482,0
-38.4,75,14974.766075,0
-48.75,122,14975.678338,0
-62.24,69,14976.237805,0
-33.92,68,14976.757072,0
-41.15,96,14977.432804,0
53.17,38,14977.697735,0
-24.88,91,14978.419886,0
-39.72,39,14978.721036,0
-41.15,66,14979.180655,0
56.92,88,14979.897127,0
-40.34,132,14980.869398,0
-36.79,107,14981.646074,0
-47.8,57,14982.056007,0
61.03,48,14982.438326,0
-45.56,93,14983.107359,0
-45.58,97,14983.849765,0
-42.41,88,14984.571558,0
-77.79,129,14985.633839,0
60.56,67,14986.123786,0
56.19,73,14986.631477,0
52.32,55,14987.041581,0
-27.51,99,14987.73352,0
47.11,60,14988.227714,0
49.26,102,14989.030316,0
-54.22,99,14989.73537,0
-32.65,59,14990.156198,0
31.24,67,14990.661931,0
45.31,57,14991.130789,0
-43.68,46,14991.421993,0
56.89,49,14991.747285,0
59.45,68,14992.226503,0
-56.95,114,14993.036669,0
-63.85,130,14994.323801,0
55.1,85,14995.162323,0
-50.21,91,14996.265518,0
45.5,109,14997.503591,0
-34.94,48,14997.999739,0
45.93,78,14998.948592,0
56.88,36,14999.254813,0
-44.95,102,15000.345224,0
54.23,80,15001.19394,0
53.7,30,15001.481533,0
-39.97,85,15002.388031,0
56.25,70,15003.054357,0
-29.2,147,15004.363301,0
-34.31,57,15004.87136,0
58.72,81,15005.53987,0
54.8,146,15006.966949,0
109.45,72,15007.693789,1
48.31,36,15007.997695,0
-38.86,49,15008.502283,0
-28.93,126,15009.811229,0
62.92,87,15010.705708,0
56.34,51,15011.14312,0
-38.38,45,15011.520818,0
-40.03,44,15011.896797,0
34.51,114,15012.914956,0
39.7,45,15013.260367,0
-45.09,89,15013.996656,0
54.47,167,15015.511486,0
-33.87,72,15016.158667,0
71.6,121,15017.179309,0
-57.05,82,15017.881083,0
45.13,93,15018.673914,0
38.59,60,15019.170148,0
-37.49,88,15019.90091,0
-83.27,140,15021.057915,0
58.57,67,15021.582569,0
63.61,63,15022.09876,0
-67.24,91,15022.919007,0
-33.92,182,15024.543046,0
-33.47,76,15025.188534,0
55.96,41,15025.532363,0
59.11,108,15026.471803,0
-41.11,40,15026.81162,0
60.85,63,15027.387713,0
51.44,28,15027.637306,0
40.34,51,15028.069613,0
-36.86,97,15028.999864,0
42.23,70,15029.691456,0
66.52,87,15030.518196,0
38.11,43,15030.918034,0
-36.18,42,15031.266217,0
58.23,64,15031.931067,0
-44.43,74,15032.6144,0
59.36,52,15033.120402,0
48.83,50,15033.555124,0
-33.84,58,15034.097472,0
41.96,100,15034.996954,0
-47.49,69,15035.577491,0
43.87,77,15036.231492,0
-35.74,97,15037.093242,0
69.16,111,15038.064971,0
-41.58,70,15038.685461,0
-30.08,105,15039.702617,0
65.03,82,15040.514878,0
69.57,131,15041.819705,0
-29.63,83,15042.712376,0
-37.41,64,15043.3328,0
-40.44,41,15043.758651,0
57.94,48,15044.21942,0
58.28,79,15044.950344,0
-41.32,74,15045.678778,0
-40.28,57,15046.193764,0
61.74,154,15047.508324,0
-32.75,70,15048.160192,0
-36.75,99,15049.031618,0
64.85,101,15050.012827,0
-28.95,90,15050.820288,0
64.77,148,15052.117357,0
-60.37,45,15052.494363,0
-44.82,56,15052.951996,0
54.73,78,15053.602472,0
-28.09,76,15054.282511,0
67.74,98,15055.144547,0
-60.62,135,15056.303698,0
-51.03,127,15057.357327,0
57.05,81,15058.041563,0
-39.08,41,15058.413162,0
49.84,16,15058.631297,0
47.12,71,15059.376585,0
-39.58,68,15060.005396,0
61.72,59,15060.597227,0
61.3,94,15061.443529,0
51.68,120,15062.529356,0
58.64,133,15063.713138,0
111.63,53,15064.136323,1
72.83,174,15065.625596,0
209.01,38,15065.936525,1
-40.82,101,15066.842805,0
-34.73,59,15067.368584,0
58.27,62,15067.905704,0
-67.88,86,15068.639509,0
-26.15,122,15069.68615,0
-42.11,40,15070.011559,0
-55.21,143,15071.279694,0
-38.45,44,15071.65829,0
-36.56,91,15072.471428,0
-43.71,21,15072.650511,0
-34.72,77,15073.369587,0
66.52,102,15074.308637,0
52.99,37,15074.697224,0
68.64,107,15075.744931,0
-38.54,93,15076.698806,0
-42.7,59,15077.301854,0
-49.63,48,15077.845325,0
60.43,55,15078.337701,0
-47.81,58,15078.921617,0
70.34,111,15080.004051,0
-41.06,39,15080.43528,0
51.3,55,15080.924672,0
-28.46,147,15082.268286,0
-53.66,40,15082.629826,0
71.73,102,15083.584575,0
46.99,129,15084.653281,0
-45.15,90,15085.42059,0
-69.45,105,15086.271468,0
-43.72,79,15086.876577,0
54.83,88,15087.554484,0
61.32,133,15088.691868,0
60.36,91,15089.378591,0
38.11,134,15090.566466,0
-30.41,66,15091.076949,0
-39.96,44,15091.447731,0
62.31,105,15092.361527,0
-38.58,55,15092.796145,0
-41.71,40,15093.110214,0
61.67,141,15094.256194,0
66.8,93,15095.152252,0
65.93,102,15096.151654,0
-34.19,65,15096.794803,0
54.77,36,15097.112365,0
60.86,52,15097.599926,0
-36.7,86,15098.40371,0
-37.42,41,15098.777441,0
-37.26,76,15099.481554,0
-37.19,27,15099.751582,0
-22.12,121,15100.815699,0
-40.19,31,15101.113687,0
-30.43,92,15101.947482,0
-30.49,105,15102.856206,0
-102.28,106,15103.754277,0
-35.7,58,15104.279821,0
23.31,74,15104.922168,0
-40.67,43,15105.289581,0
-41.21,72,15105.904736,0
-28.72,101,15106.843468,0
-36.91,53,15107.29154,0
57.4,86,15108.051126,0
204.97,55,15108.482754,1
-33.6,75,15109.125037,0
-31.84,82,15109.879575,0
44.63,74,15110.490501,0
217.12,79,15111.17692,1
-30.31,55,15111.669034,0
-28.87,94,15112.451874,0
70.43,160,15113.754818,0
-40.85,25,15113.977767,0
-40.73,35,15114.265413,0
48.6,45,15114.634459,0
56.11,47,15115.045762,0
-36.04,64,15115.676148,0
-25.96,98,15116.535875,0
58.17,68,15117.143247,0
212.26,58,15117.628495,1
-99.24,156,15118.951481,0
-74.33,112,15119.889292,0
-30.44,108,15120.82771,0
-34.12,56,15121.301192,0
-34.87,55,15121.775288,0
-27.73,183,15123.284845,0
-42.63,24,15123.496891,0
54.64,81,15124.163325,0
70.21,109,15125.172112,0
-58.4,73,15125.893787,0
-34.51,69,15126.607463,0
-40.65,57,15127.211415,0
61.97,88,15128.066475,0
-93.96,144,15129.577611,0
41.88,93,15130.536001,0
-44.97,83,15131.321585,0
57.3,58,15131.833209,0
48.49,139,15133.238324,0
57.14,57,15133.793514,0
59.17,63,15134.425695,0
71.25,100,15135.51657,0
111.6,21,15135.705598,1
59.82,79,15136.435693,0
61.54,69,15137.082295,0
-27.64,94,15137.956259,0
-20.42,147,15139.238277,0
-39.37,70,15139.810189,0
-40.54,81,15140.490852,0
63.76,109,15141.450194,0
-34.4,72,15142.057672,0
-29.13,80,15142.719479,0
-120.39,153,15143.964489,0
-37.63,43,15144.32466,0
-44.32,122,15145.386721,0
-30.38,127,15146.442556,0
62.17,109,15147.32153,0
-40.29,44,15147.686749,0
-23.92,138,15148.805702,0
-44.18,81,15149.447086,0
-113.69,113,15150.385703,0
112.97,27,15150.630806,1
58.54,95,15151.404039,0
-28.44,150,15152.616432,0
-308.55,190,15154.283002,0
53.24,29,15154.501854,0
51.66,41,15154.812576,0
-34.1,59,15155.313615,0
50.38,78,15155.947832,0
27.46,84,15156.682286,0
-48.91,89,15157.472349,0
-29.97,71,15158.227403,0
-34.64,71,15158.970622,0
-43.64,18,15159.179214,0
62.87,77,15159.859344,0
-379.8,153,15161.402132,0
-33.01,55,15161.869318,0
-66.86,83,15162.565537,0
114.21,41,15162.916827,1
-34.13,71,15163.669657,0
-69.22,151,15165.317881,0
22.84,99,15166.351117,0
61.99,84,15167.22826,0
-35.88,49,15167.703244,0
31.3,98,15168.652845,0
62.66,76,15169.326955,0
-284.2,174,15171.071249,0
59.11,88,15171.983452,0
-32.71,46,15172.418478,0
-71.83,150,15173.749461,0
55.74,64,15174.356041,0
54.91,97,15175.279128,0
-36.08,39,15175.569485,0
64.07,74,15176.222645,0
-867.12,270,15179.062885,0
50.07,25,15179.316935,0
56.98,36,15179.743731,0
56.93,43,15180.1845,0
-45.94,132,15181.550299,0
2.4,109,15182.654386,0
-235.11,139,15184.000322,0
59.02,54,15184.582956,0
-126.27,166,15186.227569,0
-37.64,61,15186.834554,0
-31.13,78,15187.656211,0
-173.65,138,15189.196259,0
-40.94,47,15189.685165,0
-31.51,88,15190.662474,0
49.85,26,15190.948261,0
61.28,78,15191.814353,0
59.17,60,15192.492496,0
57.45,54,15193.032061,0
-33.17,84,15193.83982,0
58.48,61,15194.430692,0
-36.24,58,15194.992778,0
-72.98,113,15196.029278,0
-240.35,167,15197.49567,0
-193.39,157,15198.815065,0
-494.69,251,15200.885773,0
-72.8,107,15201.756888,0
-38.12,63,15202.274564,0
-96.27,94,15204.066688,0
112.01,25,15204.273854,1
-42.32,31,15204.54875,0
-38.0,35,15204.815784,0
65.04,73,15205.443208,0
-29.95,87,15206.200989,0
-36.11,60,15206.68962,0
64.49,99,15207.512023,0
-32.51,81,15208.21611,0
-47.22,117,15209.191989,0
-594.26,310,15212.045448,0
60.83,72,15212.654808,0
-37.44,56,15213.142458,0
68.47,106,15214.115892,0
58.74,74,15214.748873,0
-23.53,143,15215.991397,0
62.64,68,15216.534764,0
-34.51,47,15216.910041,0
50.07,73,15217.472034,0
66.64,102,15218.280825,0
-36.53,40,15218.614894,0
-42.7,86,15219.325768,0
62.73,90,15220.029099,0
-33.72,57,15220.561686,0
58.47,69,15221.188399,0
-27.38,120,15222.467714,0
-246.9,169,15224.07362,0
19.04,150,15225.681239,1
-32.74,104,15226.664867,0
49.48,18,15226.821399,0
-35.94,47,15227.280101,0
-441.45,175,15228.988102,0
59.55,69,15229.65003,0
-39.83,35,15230.016684,0
-35.36,48,15230.48494,0
-232.31,154,15232.101322,0
-47.7,64,15232.840197,0
50.21,61,15233.433084,0
-234.5,115,15234.564346,0
-245.13,110,15235.606906,0
65.3,135,15236.878595,0
61.42,71,15237.589012,0
58.96,61,15238.09615,0
-30.68,101,15239.083719,0
-304.82,118,15240.152542,0
53.23,39,15240.569326,0
-0.78,138,15241.832915,0
64.51,71,15242.504874,0
-33.31,77,15243.232384,0
-63.82,141,15244.480054,0
-16.45,175,15246.02906,0
-43.22,23,15246.237917,0
65.61,135,15247.44935,0
-31.71,62,15247.998544,0
-34.95,46,15248.520091,0
70.19,102,15249.435573,0
-36.48,55,15249.937781,0
60.66,87,15250.767345,0
-79.39,131,15251.934948,0
60.14,66,15252.485654,0
29.72,122,15253.542692,0
61.9,76,15254.238725,0
56.37,43,15254.593026,0
-78.82,133,15255.769907,0
61.53,75,15256.441453,0
-114.76,64,15257.018647,0
-113.12,151,15258.413941,0
16.18,103,15259.350724,0
-26.6,100,15260.354673,0
-37.7,53,15260.817472,0
-94.75,140,15262.064734,0
56.04,40,15262.418365,0
58.46,69,15263.037675,0
-37.7,58,15263.62435,0
-641.47,244,15265.855803,0
-53.45,116,15266.925835,0
-31.32,61,15267.478441,0
-411.44,181,15269.151595,0
61.92,52,15269.737556,0
-289.21,196,15271.566397,0
-51.92,147,15272.864393,0
63.95,92,15273.666907,0
66.31,104,15274.597766,0
44.3,57,15275.076205,0
58.26,79,15275.783836,0
39.16,139,15277.02108,0
-41.33,32,15277.320344,0
-134.51,157,15278.717092,0
-31.54,81,15279.531676,0
57.47,53,15280.237455,0
73.33,141,15281.614202,0
-35.28,101,15282.577104,0
-35.61,42,15282.959884,0
-50.98,87,15283.69308,0
-34.09,111,15284.654284,0
-35.83,63,15285.142632,0
59.75,78,15285.798047,0
-93.62,107,15286.754992,0
-26.63,102,15287.799399,0
-38.45,94,15288.651341,0
66.25,152,15290.087956,0
-37.31,61,15290.648713,0
62.41,80,15291.386372,0
-37.51,37,15291.719523,0
-31.7,70,15292.301805,0
-190.42,202,15294.026158,0
-25.68,84,15294.661604,0
56.54,59,15295.085309,0
65.78,90,15295.777242,0
-39.28,29,15296.004793,0
-54.11,159,15297.331067,0
59.17,64,15297.839248,0
-63.42,62,15298.316496,0
50.61,25,15298.542543,0
59.19,70,15299.064076,0
-445.03,279,15301.516103,0
-55.96,63,15302.067608,0
20.73,123,15303.151994,0
-123.69,136,15304.760401,0
-38.25,43,15305.184132,0
-33.45,71,15305.84854,0
-35.74,51,15306.352592,0
-40.17,67,15307.186587,0
-202.94,164,15312.404873,0
-37.19,53,15314.817217,0
-29.37,88,15316.196555,0
-62.4,68,15317.686025,0
58.15,64,15318.378362,0
-19.42,69,15319.129138,0
58.69,63,15319.909198,0
-111.55,102,15321.01277,0
-423.18,196,15324.901534,0
51.21,52,15325.627791,0
-209.3,77,15326.720472,0
-98.69,58,15327.503442,0
-43.62,24,15327.894014,0
-321.0,201,15330.302491,0
40.18,143,15332.019678,0
-27.39,77,15332.888431,0
-25.79,105,15333.944202,0
45.34,111,15335.343448,0
61.01,96,15336.414799,0
-57.62,95,15337.676886,0
-27.57,101,15338.813691,0
56.72,79,15339.633579,0
-27.4,113,15340.799903,0
-35.29,76,15341.811423,0
204.71,17,15342.018931,1
-30.14,95,15342.991085,0
-34.94,61,15343.602839,0
53.4,45,15344.107286,0
-39.93,38,15344.500499,0
53.4,47,15344.97211,0
-43.62,49,15345.432366,0
63.9,103,15346.331523,0
-39.46,44,15346.731797,0
51.44,65,15347.358107,0
-131.27,128,15348.395308,0
56.01,54,15348.847396,0
-80.56,167,15350.233902,0
-24.59,139,15351.457457,0
-32.44,78,15352.100657,0
65.57,90,15352.897526,0
-38.23,58,15353.384157,0
115.09,43,15353.686519,1
-238.89,169,15355.111824,0
-35.2,101,15355.932153,0
64.38,82,15356.691682,0
-44.16,80,15357.332548,0
59.86,61,15357.842564,0
54.94,75,15358.427978,0
-95.23,95,15359.224443,0
-34.84,59,15359.726736,0
-33.24,88,15361.531644,0
62.89,61,15362.039651,0
37.77,64,15362.547192,0
-39.38,46,15362.96287,0
-35.91,63,15363.572371,0
-39.95,50,15363.964879,0
66.16,103,15364.776747,0
-28.34,108,15365.775477,0
55.06,38,15366.054654,0
-46.65,9,15366.113282,0
59.16,44,15366.496691,0
-59.7,69,15367.129129,0
-28.43,89,15367.893339,0
49.6,21,15368.085479,0
-160.68,206,15369.752742,0
-23.23,169,15371.048408,0
66.11,156,15372.33281,0
-147.95,148,15373.561196,0
-36.7,49,15373.927507,0
-60.83,83,15374.591025,0
-154.65,135,15375.594361,0
58.97,44,15375.911109,0
66.01,147,15377.054665,0
-26.24,95,15377.851572,0
-353.7,183,15379.262839,0
-37.54,58,15379.649453,0
-40.41,31,15379.895987,0
64.52,112,15380.795812,0
-474.18,207,15382.546873,0
56.53,63,15383.104654,0
59.26,77,15383.772578,0
58.19,41,15384.120286,0
62.59,81,15384.805239,0
56.57,60,15385.361744,0
53.02,75,15385.974569,0
-34.0,72,15386.610665,0
-33.71,98,15387.442614,0
49.49,19,15387.59871,0
-63.85,168,15388.967995,0
52.06,33,15389.396137,0
-41.41,80,15390.163476,0
-38.52,58,15390.644655,0
-73.72,90,15391.366358,0
52.48,70,15391.937383,0
72.76,125,15393.093315,0
-37.23,32,15393.417728,0
-153.94,128,15394.501713,0
54.9,55,15394.947511,0
-101.0,95,15395.725921,0
54.94,80,15396.407155,0
-34.64,65,15397.036406,0
5.71,80,15397.680378,0
-42.14,32,15397.965528,0
57.88,36,15398.280713,0
-1735.82,439,15402.731184,0
-31.36,77,15403.67311,0
-201.53,147,15405.280126,0
54.36,47,15405.804822,0
-33.66,60,15406.44492,0
-21.99,120,15407.567874,0
-153.07,126,15408.653597,0
-21.72,133,15410.087959,0
31.87,117,15411.321666,0
-110.33,92,15412.127984,0
52.42,40,15412.493277,0
-58.1,75,15413.115596,0
54.1,38,15413.459881,0
-42.91,65,15414.16282,0
57.97,70,15414.875343,0
57.35,43,15415.266847,0
214.69,108,15416.38528,1
-28.41,113,15417.462744,0
54.78,55,15417.911345,0
64.68,113,15419.114916,0
64.75,99,15420.158403,0
-31.8,65,15420.833283,0
-131.39,86,15421.767917,0
-32.86,108,15423.031302,0
43.21,73,15423.801861,0
64.22,67,15424.445936,0
-30.41,70,15425.129042,0
-42.15,34,15425.398216,0
-36.87,55,15425.84457,0
-173.39,103,15426.672707,0
-43.11,112,15427.523366,0
-7.4,112,15428.637121,0
47.28,101,15429.515656,0
-35.43,65,15430.123786,0
58.87,78,15430.828721,0
-28.19,91,15431.657174,0
-88.77,57,15432.231872,0
-36.58,50,15432.614334,0
-323.12,175,15434.047634,1
-108.66,116,15435.021089,0
-37.48,68,15435.52958,0
-47.56,73,15436.132363,0
60.14,78,15436.768857,0
-29.6,67,15437.283904,0
-74.36,60,15437.752999,0
-34.91,75,15438.328283,0
-30.89,86,15439.013165,0
62.97,102,15439.796522,0
-33.26,71,15440.456044,0
-28.89,135,15441.656716,0
52.69,37,15441.956872,0
-66.62,114,15442.866414,0
-28.93,77,15443.534078,0
-372.17,160,15445.237512,0
-250.03,107,15446.949875,0
-52.78,75,15447.742413,0
-33.12,61,15448.422767,0
-34.64,126,15450.0644,0
42.24,62,15450.950261,0
-27.68,104,15452.267125,0
-40.18,84,15453.242693,0
-65.22,171,15456.111715,0
-33.57,76,15456.860872,0
-127.86,97,15457.917674,0
-42.37,83,15459.300019,0
-15.43,222,15461.954114,0
69.68,113,15463.216011,0
-25.59,102,15464.244188,0
-31.8,73,15464.970435,0
-34.32,76,15465.657395,0
54.2,63,15466.141609,0
-68.12,130,15467.416273,0
-64.93,162,15468.901492,0
53.59,43,15469.264866,0
-35.02,109,15470.246132,0
-205.46,86,15470.957164,0
63.91,86,15472.043574,0
-18.04,198,15473.852629,0
210.65,58,15474.334194,1
-2.97,109,15475.265127,0
68.35,141,15477.019324,0
-41.5,62,15477.784393,0
-38.89,52,15478.302934,0
-35.53,66,15479.166911,0
-254.49,135,15480.552771,0
59.75,60,15481.238308,0
-40.8,62,15481.806798,0
-34.01,45,15482.185789,0
66.17,81,15483.033673,0
-25.35,142,15484.717933,0
-41.13,58,15485.301526,0
-33.69,59,15485.892964,0
64.03,142,15488.180932,0
-139.77,102,15489.202569,0
-37.7,38,15489.568752,0
54.67,39,15489.911341,0
-66.61,99,15490.796201,0
-218.53,120,15491.899044,0
51.74,30,15492.21565,0
-29.06,170,15493.733376,0
-37.21,40,15494.201327,0
-44.9,73,15494.955511,0
40.08,66,15495.595123,0
-39.17,40,15495.923461,0
57.3,107,15497.012491,0
-35.53,64,15497.574754,0
55.12,57,15498.097457,0
-37.35,48,15498.477989,0
-167.92,102,15499.345745,0
-95.09,108,15500.428854,0
27.72,100,15501.329111,0
-35.14,76,15502.061791,0
-38.88,52,15502.670107,0
-33.76,62,15503.167497,0
59.44,67,15503.775808,0
-32.7,83,15504.566891,0
63.93,89,15505.350774,0
66.07,94,15506.402041,0
66.39,111,15507.360734,0
-108.73,165,15508.95735,0
-66.1,67,15509.607445,0
-200.69,73,15510.256604,0
52.84,37,15510.638041,0
-37.05,54,15511.203398,0
-32.55,108,15512.1984,0
-30.29,105,15513.123428,0
-21.48,101,15514.331117,0
61.26,61,15514.889985,0
65.14,82,15515.655024,0
-245.46,119,15516.865449,0
-226.1,176,15518.486142,0
